nom_station;coordonneesXY;nbre_pdc;puissance_nominale;gratuit;consolidated_longitude;consolidated_latitude
Écully - Smart Lyon Écully;"[4.78311100;45.78565100]";4;150;false;4.783111;45.785651
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Gonesse - Hôtel Ibis;"[2.46338400;48.96867200]";8;225;false;2.463384;48.968672
Bobigny - Hôtel Campanile;"[2.45702800;48.90573600]";4;150;false;2.457028;48.905736
Bobigny - Hôtel Campanile;"[2.45702800;48.90573600]";4;150;false;2.457028;48.905736
Bobigny - Hôtel Campanile;"[2.45702800;48.90573600]";4;150;false;2.457028;48.905736
Sorgues - Décor Discount;"[4.88630000;43.98450100]";6;225;false;4.8863;43.984501
Sorgues - Décor Discount;"[4.88630000;43.98450100]";6;225;false;4.8863;43.984501
Sorgues - Décor Discount;"[4.88630000;43.98450100]";6;225;false;4.8863;43.984501
Sorgues - Décor Discount;"[4.88630000;43.98450100]";6;225;false;4.8863;43.984501
Sorgues - Décor Discount;"[4.88630000;43.98450100]";6;225;false;4.8863;43.984501
Sorgues - Décor Discount;"[4.88630000;43.98450100]";6;225;false;4.8863;43.984501
Bussy Saint Georges - Hôtel Première Classe;"[2.70466000;48.83257000]";4;150;false;2.70466;48.83257
Bussy Saint Georges - Hôtel Première Classe;"[2.70466000;48.83257000]";4;150;false;2.70466;48.83257
Bussy Saint Georges - Hôtel Première Classe;"[2.70466000;48.83257000]";4;150;false;2.70466;48.83257
Bussy Saint Georges - Hôtel Première Classe;"[2.70466000;48.83257000]";4;150;false;2.70466;48.83257
Blotzheim - Hôtel Mercure Bâle Mulhouse Aéroport;"[7.50290400;47.60821400]";8;225;false;7.502904;47.608214
Pessac - Hôtel Première Classe;"[-0.64491500;44.78838600]";4;150;false;-0.644915;44.788386
Rennes - Novotel Rennes Alma;"[-1.68291900;48.08224400]";4;225;false;-1.682919;48.082244
Pessac - Hôtel Première Classe;"[-0.64491500;44.78838600]";4;150;false;-0.644915;44.788386
Rennes - Novotel Rennes Alma;"[-1.68291900;48.08224400]";4;225;false;-1.682919;48.082244
Eysines - Hôtel Première Classe;"[-0.62896900;44.88076600]";4;150;false;-0.628969;44.880766
Eysines - Hôtel Première Classe;"[-0.62896900;44.88076600]";4;150;false;-0.628969;44.880766
Eysines - Hôtel Première Classe;"[-0.62896900;44.88076600]";4;150;false;-0.628969;44.880766
Eysines - Hôtel Première Classe;"[-0.62896900;44.88076600]";4;150;false;-0.628969;44.880766
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
Beaune - Greet Hotel;"[4.85182600;47.00953800]";8;225;false;4.851826;47.009538
La Verrière - Hôtel Campanile;"[1.94541400;48.75730900]";4;150;false;1.945414;48.757309
La Verrière - Hôtel Campanile;"[1.94541400;48.75730900]";4;150;false;1.945414;48.757309
La Verrière - Hôtel Campanile;"[1.94541400;48.75730900]";4;150;false;1.945414;48.757309
La Verrière - Hôtel Campanile;"[1.94541400;48.75730900]";4;150;false;1.945414;48.757309
Blagnac - Hôtel Première Classe Toulouse Aéroport;"[1.37510300;43.63754800]";4;150;false;1.375103;43.637548
Blagnac - Hôtel Première Classe Toulouse Aéroport;"[1.37510300;43.63754800]";4;150;false;1.375103;43.637548
Blagnac - Hôtel Première Classe Toulouse Aéroport;"[1.37510300;43.63754800]";4;150;false;1.375103;43.637548
Blagnac - Hôtel Première Classe Toulouse Aéroport;"[1.37510300;43.63754800]";4;150;false;1.375103;43.637548
Villenave-d'Ornon - Best Hotel;"[-0.58726300;44.78378500]";4;150;false;-0.587263;44.783785
Villenave-d'Ornon - Best Hotel;"[-0.58726300;44.78378500]";4;150;false;-0.587263;44.783785
Villenave-d'Ornon - Best Hotel;"[-0.58726300;44.78378500]";4;150;false;-0.587263;44.783785
Villenave-d'Ornon - Best Hotel;"[-0.58726300;44.78378500]";4;150;false;-0.587263;44.783785
Pessac - Hôtel Première Classe;"[-0.64491500;44.78838600]";4;150;false;-0.644915;44.788386
Pessac - Hôtel Première Classe;"[-0.64491500;44.78838600]";4;150;false;-0.644915;44.788386
Dechy - CC Le Parc du Luc;"[3.10677900;50.34270300]";4;225;false;3.106779;50.342703
Dechy - CC Le Parc du Luc;"[3.10677900;50.34270300]";4;300;false;3.106779;50.342703
Dechy - CC Le Parc du Luc;"[3.10677900;50.34270300]";4;300;false;3.106779;50.342703
Dechy - CC Le Parc du Luc;"[3.10677900;50.34270300]";4;225;false;3.106779;50.342703
Passy - Decathlon Mountain Store;"[6.69171800;45.91665700]";6;225;false;6.691718;45.916657
Passy - Decathlon Mountain Store;"[6.69171800;45.91665700]";6;225;false;6.691718;45.916657
Passy - Decathlon Mountain Store;"[6.69171800;45.91665700]";6;225;false;6.691718;45.916657
Rosny-sous-Bois - B&B Hotels;"[2.47552700;48.87816700]";6;225;false;2.475527;48.878167
Rosny-sous-Bois - B&B Hotels;"[2.47552700;48.87816700]";6;225;false;2.475527;48.878167
Rosny-sous-Bois - B&B Hotels;"[2.47552700;48.87816700]";6;225;false;2.475527;48.878167
Rosny-sous-Bois - B&B Hotels;"[2.47552700;48.87816700]";6;225;false;2.475527;48.878167
Rosny-sous-Bois - B&B Hotels;"[2.47552700;48.87816700]";6;225;false;2.475527;48.878167
Rosny-sous-Bois - B&B Hotels;"[2.47552700;48.87816700]";6;225;false;2.475527;48.878167
Artigues-près-Bordeaux - Hôtel Campanile;"[-0.49805800;44.86747600]";4;150;false;-0.498058;44.867476
Artigues-près-Bordeaux - Hôtel Campanile;"[-0.49805800;44.86747600]";4;150;false;-0.498058;44.867476
Artigues-près-Bordeaux - Hôtel Campanile;"[-0.49805800;44.86747600]";4;150;false;-0.498058;44.867476
Artigues-près-Bordeaux - Hôtel Campanile;"[-0.49805800;44.86747600]";4;150;false;-0.498058;44.867476
Marseille - Hôtel Campanile Saint-Antoine;"[5.35631900;43.37938300]";4;225;false;5.356319;43.379383
Marseille - Hôtel Campanile Saint-Antoine;"[5.35631900;43.37938300]";4;225;false;5.356319;43.379383
Marseille - Hôtel Campanile Saint-Antoine;"[5.35631900;43.37938300]";4;225;false;5.356319;43.379383
Marseille - Hôtel Campanile Saint-Antoine;"[5.35631900;43.37938300]";4;225;false;5.356319;43.379383
Les Ulis - Hôtel Mercure;"[2.19833900;48.67884300]";4;150;false;2.198339;48.678843
Les Ulis - Hôtel Mercure;"[2.19833900;48.67884300]";4;150;false;2.198339;48.678843
Les Ulis - Hôtel Mercure;"[2.19833900;48.67884300]";4;150;false;2.198339;48.678843
Les Ulis - Hôtel Mercure;"[2.19833900;48.67884300]";4;150;false;2.198339;48.678843
Chelles - Hôtel Campanile;"[2.60135000;48.87747000]";4;150;false;2.60135;48.87747
Chelles - Hôtel Campanile;"[2.60135000;48.87747000]";4;150;false;2.60135;48.87747
Chelles - Hôtel Campanile;"[2.60135000;48.87747000]";4;150;false;2.60135;48.87747
Chelles - Hôtel Campanile;"[2.60135000;48.87747000]";4;150;false;2.60135;48.87747
Montpellier - Hôtel Campanile;"[3.89112700;43.58679900]";4;150;false;3.891127;43.586799
Écully - Smart Lyon Écully;"[4.78311100;45.78565100]";4;150;false;4.783111;45.785651
Passy - Decathlon Mountain Store;"[6.69171800;45.91665700]";6;225;false;6.691718;45.916657
Passy - Decathlon Mountain Store;"[6.69171800;45.91665700]";6;225;false;6.691718;45.916657
Passy - Decathlon Mountain Store;"[6.69171800;45.91665700]";6;225;false;6.691718;45.916657
Montpellier - Hôtel Campanile;"[3.89112700;43.58679900]";4;150;false;3.891127;43.586799
Saint-Jean-de-Védas - Hôtel Campanile;"[3.83571000;43.56750500]";4;150;false;3.83571;43.567505
Saint-Jean-de-Védas - Hôtel Campanile;"[3.83571000;43.56750500]";4;150;false;3.83571;43.567505
Saint-Jean-de-Védas - Hôtel Campanile;"[3.83571000;43.56750500]";4;150;false;3.83571;43.567505
Saint-Jean-de-Védas - Hôtel Campanile;"[3.83571000;43.56750500]";4;150;false;3.83571;43.567505
Villepinte - Hôtel Campanile;"[2.55363000;48.96130000]";4;150;false;2.55363;48.9613
Villepinte - Hôtel Campanile;"[2.55363000;48.96130000]";4;150;false;2.55363;48.9613
Villepinte - Hôtel Campanile;"[2.55363000;48.96130000]";4;150;false;2.55363;48.9613
Villepinte - Hôtel Campanile;"[2.55363000;48.96130000]";4;150;false;2.55363;48.9613
Argenteuil - Hôtel Campanile;"[2.24146100;48.93517100]";4;150;false;2.241461;48.935171
Argenteuil - Hôtel Campanile;"[2.24146100;48.93517100]";4;150;false;2.241461;48.935171
Argenteuil - Hôtel Campanile;"[2.24146100;48.93517100]";4;150;false;2.241461;48.935171
Argenteuil - Hôtel Campanile;"[2.24146100;48.93517100]";4;150;false;2.241461;48.935171
Montpellier - Hôtel Campanile;"[3.89112700;43.58679900]";4;150;false;3.891127;43.586799
Aix-en-Provence - Hôtel Campanile Pont de l'Arc;"[5.43628000;43.51220700]";4;150;false;5.43628;43.512207
Montpellier - Hôtel Campanile;"[3.89112700;43.58679900]";4;150;false;3.891127;43.586799
Le Bourget - Hôtel Kyriad;"[2.43140400;48.93982200]";4;150;false;2.431404;48.939822
Le Bourget - Hôtel Kyriad;"[2.43140400;48.93982200]";4;150;false;2.431404;48.939822
Le Bourget - Hôtel Kyriad;"[2.43140400;48.93982200]";4;150;false;2.431404;48.939822
Le Bourget - Hôtel Kyriad;"[2.43140400;48.93982200]";4;150;false;2.431404;48.939822
Toulouse - Carrefour Market Minimes;"[1.43238100;43.62731900]";4;150;false;1.432381;43.627319
Toulouse - Carrefour Market Minimes;"[1.43238100;43.62731900]";4;150;false;1.432381;43.627319
Toulouse - Carrefour Market Minimes;"[1.43238100;43.62731900]";4;150;false;1.432381;43.627319
Toulouse - Carrefour Market Minimes;"[1.43238100;43.62731900]";4;150;false;1.432381;43.627319
Aix-en-Provence - Hôtel Campanile Pont de l'Arc;"[5.43628000;43.51220700]";4;150;false;5.43628;43.512207
Aix-en-Provence - Hôtel Campanile Pont de l'Arc;"[5.43628000;43.51220700]";4;150;false;5.43628;43.512207
Aix-en-Provence - Hôtel Campanile Pont de l'Arc;"[5.43628000;43.51220700]";4;150;false;5.43628;43.512207
Rennes - Novotel Rennes Alma;"[-1.68291900;48.08224400]";4;225;false;-1.682919;48.082244
Bobigny - Hôtel Campanile;"[2.45702800;48.90573600]";4;150;false;2.457028;48.905736
Rennes - Novotel Rennes Alma;"[-1.68291900;48.08224400]";4;225;false;-1.682919;48.082244
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Coquelles - Channel Outlet;"[1.80738200;50.92726900]";8;225;false;1.807382;50.927269
Écully - Smart Lyon Écully;"[4.78311100;45.78565100]";4;150;false;4.783111;45.785651
Orange - Peugeot Orange;"[4.83868100;44.11893000]";4;150;false;4.838681;44.11893
Saint-Fons - Mercedes-Benz Lyon Saint-Fons;"[4.85455800;45.71459000]";4;225;false;4.854558;45.71459
Saint-Fons - Mercedes-Benz Lyon Saint-Fons;"[4.85455800;45.71459000]";4;225;false;4.854558;45.71459
Saint-Fons - Mercedes-Benz Lyon Saint-Fons;"[4.85455800;45.71459000]";4;225;false;4.854558;45.71459
Saint-Fons - Mercedes-Benz Lyon Saint-Fons;"[4.85455800;45.71459000]";4;225;false;4.854558;45.71459
Gradignan - Hôtel Campanile;"[-0.60280900;44.79029300]";4;150;false;-0.602809;44.790293
Gradignan - Hôtel Campanile;"[-0.60280900;44.79029300]";4;150;false;-0.602809;44.790293
Gradignan - Hôtel Campanile;"[-0.60280900;44.79029300]";4;150;false;-0.602809;44.790293
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;300;false;0.223741;49.506783
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;225;false;0.223741;49.506783
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;225;false;0.223741;49.506783
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;300;false;0.223741;49.506783
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;300;false;0.223741;49.506783
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;300;false;0.223741;49.506783
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;300;false;0.223741;49.506783
Le Plessis-Robinson - La Boursidière;"[2.23839200;48.77325000]";4;150;false;2.238392;48.77325
Le Plessis-Robinson - La Boursidière;"[2.23839200;48.77325000]";4;150;false;2.238392;48.77325
Le Plessis-Robinson - La Boursidière;"[2.23839200;48.77325000]";4;150;false;2.238392;48.77325
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Chasse-sur-Rhône - Kyriad Direct;"[4.79007700;45.58502700]";4;150;false;4.790077;45.585027
Chasse-sur-Rhône - Kyriad Direct;"[4.79007700;45.58502700]";4;150;false;4.790077;45.585027
Chasse-sur-Rhône - Kyriad Direct;"[4.79007700;45.58502700]";4;150;false;4.790077;45.585027
Fresnes - Euro Hôtel Orly Rungis;"[2.33635700;48.75416000]";4;150;false;2.336357;48.75416
Fresnes - Euro Hôtel Orly Rungis;"[2.33635700;48.75416000]";4;150;false;2.336357;48.75416
Fresnes - Euro Hôtel Orly Rungis;"[2.33635700;48.75416000]";4;150;false;2.336357;48.75416
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Aubergenville - CC Family Village;"[1.85935500;48.96404000]";8;225;false;1.859355;48.96404
Le Plessis-Robinson - La Boursidière;"[2.23839200;48.77325000]";4;150;false;2.238392;48.77325
Saint-Barthélemy-d'Anjou - RS Parc;"[-0.50261700;47.48171600]";4;150;false;-0.502617;47.481716
Saint-Barthélemy-d'Anjou - RS Parc;"[-0.50261700;47.48171600]";4;150;false;-0.502617;47.481716
Saint-Barthélemy-d'Anjou - RS Parc;"[-0.50261700;47.48171600]";4;150;false;-0.502617;47.481716
Saint-Barthélemy-d'Anjou - RS Parc;"[-0.50261700;47.48171600]";4;150;false;-0.502617;47.481716
Orange - Peugeot Orange;"[4.83868100;44.11893000]";4;150;false;4.838681;44.11893
Orange - Peugeot Orange;"[4.83868100;44.11893000]";4;150;false;4.838681;44.11893
Orange - Peugeot Orange;"[4.83868100;44.11893000]";4;150;false;4.838681;44.11893
Fresnes - Euro Hôtel Orly Rungis;"[2.33635700;48.75416000]";4;150;false;2.336357;48.75416
Nanterre - Hôtel Campanile;"[2.21382200;48.89196800]";2;225;false;2.213822;48.891968
Paris 13 - Indigo Parking Porte d'Italie;"[2.35992000;48.81678400]";4;150;false;2.35992;48.816784
Nanterre - Hôtel Campanile;"[2.21382200;48.89196800]";2;225;false;2.213822;48.891968
Gonfreville-l'Orcher - Centre commercial Océane;"[0.22374100;49.50678300]";8;300;false;0.223741;49.506783
Gradignan - Hôtel Campanile;"[-0.60280900;44.79029300]";4;150;false;-0.602809;44.790293
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Saint-Laurent-de-Mure - Hôtel Première Classe;"[5.06372600;45.68819600]";4;150;false;5.063726;45.688196
Angers - Hôtel Mercure Lac de Maine;"[-0.59341900;47.46851100]";4;150;false;-0.593419;47.468511
Angers - Hôtel Mercure Lac de Maine;"[-0.59341900;47.46851100]";4;150;false;-0.593419;47.468511
Angers - Hôtel Mercure Lac de Maine;"[-0.59341900;47.46851100]";4;150;false;-0.593419;47.468511
Angers - Hôtel Mercure Lac de Maine;"[-0.59341900;47.46851100]";4;150;false;-0.593419;47.468511
Saint-Laurent-de-Mure - Hôtel Première Classe;"[5.06372600;45.68819600]";4;150;false;5.063726;45.688196
Saint-Laurent-de-Mure - Hôtel Première Classe;"[5.06372600;45.68819600]";4;150;false;5.063726;45.688196
Saint-Laurent-de-Mure - Hôtel Première Classe;"[5.06372600;45.68819600]";4;150;false;5.063726;45.688196
Maurepas - CC - Village des loisirs;"[1.91472400;48.76140200]";4;150;false;1.914724;48.761402
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Maurepas - CC - Village des loisirs;"[1.91472400;48.76140200]";4;150;false;1.914724;48.761402
Maurepas - CC - Village des loisirs;"[1.91472400;48.76140200]";4;150;false;1.914724;48.761402
Maurepas - CC - Village des loisirs;"[1.91472400;48.76140200]";4;150;false;1.914724;48.761402
Aubervilliers - Lab Village mobilité;"[2.37351000;48.91973300]";4;150;false;2.37351;48.919733
Aubervilliers - Lab Village mobilité;"[2.37351000;48.91973300]";4;150;false;2.37351;48.919733
Aubervilliers - Lab Village mobilité;"[2.37351000;48.91973300]";4;225;false;2.37351;48.919733
Aubervilliers - Lab Village mobilité;"[2.37351000;48.91973300]";4;225;false;2.37351;48.919733
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Paris 13 - Indigo Parking Porte d'Italie;"[2.35992000;48.81678400]";4;150;false;2.35992;48.816784
Paris 13 - Indigo Parking Porte d'Italie;"[2.35992000;48.81678400]";4;150;false;2.35992;48.816784
Paris 13 - Indigo Parking Porte d'Italie;"[2.35992000;48.81678400]";4;150;false;2.35992;48.816784
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Sérézin-du-Rhône - Peugeot;"[4.82215900;45.63507900]";8;225;false;4.822159;45.635079
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Aulnay-sous-Bois - Carrefour de l'Europe;"[2.48696500;48.95119600]";8;225;false;2.486965;48.951196
Vitrolles - Hôtel Kyriad Aéroport;"[5.25193300;43.42547400]";4;150;false;5.251933;43.425474
Vitrolles - Hôtel Kyriad Aéroport;"[5.25193300;43.42547400]";4;150;false;5.251933;43.425474
Chasse-sur-Rhône - Kyriad Direct;"[4.79007700;45.58502700]";4;150;false;4.790077;45.585027
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Vitrolles - Hôtel Kyriad Aéroport;"[5.25193300;43.42547400]";4;150;false;5.251933;43.425474
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Écully - Smart Lyon Écully;"[4.78311100;45.78565100]";4;150;false;4.783111;45.785651
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Le Mans - Parc Manceau;"[0.18198600;48.03112600]";8;225;false;0.181986;48.031126
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Bordeaux - Novotel Bordeaux Lac;"[-0.56711100;44.89088900]";8;225;false;-0.567111;44.890889
Vitrolles - Hôtel Kyriad Aéroport;"[5.25193300;43.42547400]";4;150;false;5.251933;43.425474
ARCACHON - MOULLEAU;"[-1.201663; 44.641716]";1;7000;false;-1.201663;44.641716
ARCACHON - AIGUILLON;"[-1.146988; 44.656649]";1;7000;false;-1.146988;44.656649
ARCACHON - AIGUILLON;"[-1.146988; 44.656649]";1;7000;false;-1.146988;44.656649
ARCACHON - MOULLEAU;"[-1.201663; 44.641716]";1;7000;false;-1.201663;44.641716
ARCACHON - AIGUILLON;"[-1.146988; 44.656649]";1;7000;false;-1.146988;44.656649
ARCACHON - AIGUILLON;"[-1.146988; 44.656649]";1;7000;false;-1.146988;44.656649
ARCACHON - AIGUILLON;"[-1.146988; 44.656649]";1;7000;false;-1.146988;44.656649
ARCACHON - GARE;"[-1.165259; 44.659664]";1;7000;false;-1.165259;44.659664
ARCACHON - GARE;"[-1.165259; 44.659664]";1;7000;false;-1.165259;44.659664
ARCACHON - GARE;"[-1.165259; 44.659664]";1;7000;false;-1.165259;44.659664
ARCACHON - GARE;"[-1.165259; 44.659664]";1;7000;false;-1.165259;44.659664
ARCACHON - GARE;"[-1.165259; 44.659664]";1;7000;false;-1.165259;44.659664
ARCACHON - PEREIRE;"[-1.193047; 44.658496]";1;7000;false;-1.193047;44.658496
ARCACHON - PEREIRE;"[-1.193047; 44.658496]";1;7000;false;-1.193047;44.658496
ARCACHON - PEREIRE;"[-1.193047; 44.658496]";1;7000;false;-1.193047;44.658496
ARCACHON - PEREIRE;"[-1.193047; 44.658496]";1;7000;false;-1.193047;44.658496
ARCACHON - PEREIRE;"[-1.193047; 44.658496]";1;7000;false;-1.193047;44.658496
ARCACHON - MOULLEAU;"[-1.201663; 44.641716]";1;7000;false;-1.201663;44.641716
ARCACHON - MOULLEAU;"[-1.201663; 44.641716]";1;7000;false;-1.201663;44.641716
ARCACHON - MOULLEAU;"[-1.201663; 44.641716]";1;7000;false;-1.201663;44.641716
LA GARENNE-COLOMBES - 41 AVENUE DE VERDUN;"[2.231137; 48.903906]";1;7000;false;2.231137;48.903906
LA GARENNE-COLOMBES - 52 BOULEVARD DE LA REPUBLIQUE;"[2.249567; 48.906326]";1;7000;false;2.249567;48.906326
LA GARENNE-COLOMBES - 126 RUE DE COLOMBES;"[2.255774; 48.905086]";1;7000;false;2.255774;48.905086
LA GARENNE-COLOMBES - 126 RUE DE COLOMBES;"[2.255774; 48.905086]";1;7000;false;2.255774;48.905086
LA GARENNE-COLOMBES - 126 RUE DE COLOMBES;"[2.255774; 48.905086]";1;7000;false;2.255774;48.905086
LA GARENNE-COLOMBES - 126 RUE DE COLOMBES;"[2.255774; 48.905086]";1;7000;false;2.255774;48.905086
LA GARENNE-COLOMBES - 126 RUE DE COLOMBES;"[2.255774; 48.905086]";1;7000;false;2.255774;48.905086
LA GARENNE-COLOMBES - 126 RUE DE COLOMBES;"[2.255774; 48.905086]";1;7000;false;2.255774;48.905086
LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL;"[2.257169; 48.913486]";1;7000;false;2.257169;48.913486
LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL;"[2.257169; 48.913486]";1;7000;false;2.257169;48.913486
LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL;"[2.257169; 48.913486]";1;7000;false;2.257169;48.913486
LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL;"[2.257169; 48.913486]";1;7000;false;2.257169;48.913486
LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL;"[2.257169; 48.913486]";1;3000;false;2.257169;48.913486
LA GARENNE-COLOMBES - 3 RUE DU TRANSVAAL;"[2.257169; 48.913486]";1;7000;false;2.257169;48.913486
LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL;"[2.237217; 48.908458]";1;7000;false;2.237217;48.908458
LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL;"[2.237217; 48.908458]";1;7000;false;2.237217;48.908458
LA GARENNE-COLOMBES - 92 BOULEVARD NATIONAL;"[2.237217; 48.908458]";1;7000;false;2.237217;48.908458
